pair_idx,gamma_n,gamma_n1,g,t0,far,S_on,h_thr,r,H,H_over_halfgap,n_sign_changes
213486,8436209820.432606697083,8436209820.461440086365,2.883338928223e-02,8436209820.447023391724,23.4376601654,9646.1742139762,1.4399169606e-02,0.9987843930,0.2921176992,20.2624600496,0
213893,8436209942.043606758118,8436209942.085945129395,4.233837127686e-02,8436209942.064775466919,30.8647693179,4493.8113944578,2.1096362399e-02,0.9965599414,0.2545560833,12.0248406172,0
214212,8436210037.431777000427,8436210037.469723701477,3.794670104980e-02,8436210037.450750350952,31.2666113408,5587.0068930876,1.8920185682e-02,0.9971979202,0.2529150016,13.3300126035,0
214235,8436210044.309742927551,8436210044.353561401367,4.381847381592e-02,8436210044.331651687622,77.6940745868,4244.2334717983,2.1707777665e-02,0.9908048261,0.1604431015,7.3230803155,0
214447,8436210107.794013977051,8436210107.829485893250,3.547191619873e-02,8436210107.811750411987,18.9286257120,6376.9310249420,1.7709615741e-02,0.9985147485,0.3250539561,18.3273976084,0
214473,8436210115.452356338501,8436210115.493682861328,4.132652282715e-02,8436210115.473019599915,21.8024522720,4705.9682164695,2.0615340055e-02,0.9976808425,0.3028742318,14.6576199049,0
215252,8436210348.397171974182,8436210348.440445899963,4.327392578125e-02,8436210348.418808937073,29.2649023587,4301.3254099171,2.1563231627e-02,0.9965923469,0.2614215938,12.0821760033,0
215989,8436210568.645916938782,8436210568.681289672852,3.537273406982e-02,8436210568.663602828979,25.4516803964,6419.1586585772,1.7651269378e-02,0.9980155531,0.2803217317,15.8495937073,0
216189,8436210628.484554290771,8436210628.527356147766,4.280185699463e-02,8436210628.505954742432,20.5707123101,4387.3854131451,2.1350699314e-02,0.9976529437,0.3118102106,14.5699384334,0
216281,8436210655.929903030396,8436210655.971766471863,4.186344146729e-02,8436210655.950834274292,33.3242864838,4598.1072343481,2.0855732610e-02,0.9963697144,0.2449822213,11.7038739629,0
216585,8436210746.917117118835,8436210746.941938400269,2.482128143311e-02,8436210746.929527282715,25.1039353639,13010.0930351492,1.2398661311e-02,0.9990347472,0.2822565922,22.7431120313,0
217720,8436211086.089980125427,8436211086.116584777832,2.660465240479e-02,8436211086.103282928467,30.3636677664,11332.8712926194,1.3284494079e-02,0.9986594733,0.2566479989,19.2934675497,0
217763,8436211099.067910194397,8436211099.112186431885,4.427623748779e-02,8436211099.090047836304,26.1833421123,4107.0139743814,2.2067437617e-02,0.9968072659,0.2763773559,12.4842295384,0
218128,8436211208.310741424561,8436211208.344259262085,3.351783752441e-02,8436211208.327500343323,30.0145939836,7150.9657055379,1.6723710855e-02,0.9978991540,0.2581361101,15.4029095676,0
218183,8436211224.676875114441,8436211224.712471008301,3.559589385986e-02,8436211224.694673538208,18.1196782011,6331.9103734854,1.7772462985e-02,0.9985681525,0.3322306972,18.6667989578,0
218745,8436211392.456293106079,8436211392.500517845154,4.422473907471e-02,8436211392.478404998779,24.3474709863,4114.6876522754,2.2046850704e-02,0.9970370053,0.2866078421,12.9614260312,0
218810,8436211411.980304718018,8436211412.015003204346,3.469848632812e-02,8436211411.997653961182,26.6936366239,6671.2949474536,1.7314498891e-02,0.9979973609,0.2737228957,15.7772240044,0
218943,8436211451.788466453552,8436211451.820465087891,3.199863433838e-02,8436211451.804466247559,37.2426950916,7850.4095647447,1.5961321313e-02,0.9976251576,0.2317365020,14.4841495136,0
219138,8436211509.855887413025,8436211509.898751258850,4.286384582520e-02,8436211509.877319335938,31.6138758980,4385.8073106995,2.1354540176e-02,0.9963893703,0.2515220858,11.7358618161,0
219185,8436211524.277264595032,8436211524.316929817200,3.966522216797e-02,8436211524.297097206116,20.8399403820,5105.5969618415,1.9792093485e-02,0.9979570215,0.3097895485,15.6202099264,0
219204,8436211529.744809150696,8436211529.782070159912,3.726100921631e-02,8436211529.763439178467,19.2874115738,5781.3869960349,1.8599401829e-02,0.9983305455,0.3220164247,17.2843640851,0
219263,8436211547.494965553284,8436211547.538999557495,4.403400421143e-02,8436211547.516983032227,25.8969886205,4151.7488231152,2.1948227959e-02,0.9968763165,0.2779011634,12.6221164005,0
219457,8436211605.512605667114,8436211605.556488037109,4.388236999512e-02,8436211605.534546852112,29.3781958089,4183.7928091929,2.1864014830e-02,0.9964828624,0.2609170366,11.8916565627,0
219641,8436211660.644477844238,8436211660.678517341614,3.403949737549e-02,8436211660.661497116089,25.7525869052,6930.1170662349,1.6988096228e-02,0.9981402511,0.2786792077,16.3738732457,0
219672,8436211669.759996414185,8436211669.803985595703,4.398918151855e-02,8436211669.781991004944,41.0074422512,4175.2716181975,2.1886314275e-02,0.9950771312,0.2208430095,10.0407873895,0
220087,8436211793.831102371216,8436211793.849934577942,1.883220672607e-02,8436211793.840518951416,26.4240547340,22583.7472067561,9.4105931071e-03,0.9994148051,0.2751156321,29.2175671251,0
220179,8436211821.313659667969,8436211821.351007461548,3.734779357910e-02,8436211821.332333564758,44.1110601110,5779.4631929682,1.8602497152e-02,0.9961765004,0.2129321554,11.4026631822,0
220574,8436211939.413404464722,8436211939.448704719543,3.530025482178e-02,8436211939.431055068970,15.4933658935,6435.4826935463,1.7628868348e-02,0.9987955292,0.3592875010,20.3560854082,0
220928,8436212045.106803894043,8436212045.146067619324,3.926372528076e-02,8436212045.126436233521,18.5140679585,5207.7926038797,1.9596935246e-02,0.9982208823,0.3286730319,16.7418159923,0
220939,8436212048.664761543274,8436212048.704972267151,4.021072387695e-02,8436212048.684866905212,38.0042050475,4985.7366235282,2.0028587932e-02,0.9961814163,0.2294030414,11.4100428608,0
221039,8436212078.264545440674,8436212078.304633140564,4.008769989014e-02,8436212078.284589767456,103.6799253191,5081.8268482356,1.9838327986e-02,0.9897463831,0.1388889389,6.9292545739,0
221818,8436212311.361984252930,8436212311.404742240906,4.275798797607e-02,8436212311.383363723755,16.6947928196,4392.4746558155,2.1338326973e-02,0.9980978050,0.3461182354,16.1896408963,0
221918,8436212341.171558380127,8436212341.200484275818,2.892589569092e-02,8436212341.186021804810,20.5976153558,9581.8846351641,1.4447394407e-02,0.9989246011,0.3116065126,21.5451591178,0
222149,8436212410.397275924683,8436212410.407764434814,1.048851013184e-02,8436212410.402520179749,22.6021877169,72744.0275930072,5.2434402853e-03,0.9998446337,0.2974676613,56.7225769125,0
222447,8436212499.329589843750,8436212499.373547554016,4.395771026611e-02,8436212499.351568222046,16.8658454469,4157.0519425601,2.1934223898e-02,0.9979693558,0.3443586049,15.6677225823,0
223173,8436212716.191405296326,8436212716.209527969360,1.812267303467e-02,8436212716.200466156006,19.5047887099,24377.7207620149,9.0577107719e-03,0.9995998664,0.3202169914,35.3388256565,0
223313,8436212758.296423912048,8436212758.331937789917,3.551387786865e-02,8436212758.314180374146,22.5840565726,6365.5706479645,1.7725411514e-02,0.9982245014,0.2975870453,16.7589158446,0
223676,8436212866.777216911316,8436212866.815188407898,3.797149658203e-02,8436212866.796202659607,29.0491642728,5577.5359758383,1.8936242549e-02,0.9973924788,0.2623905420,13.8203950643,0
223851,8436212919.008377075195,8436212919.036552429199,2.817535400391e-02,8436212919.022464752197,20.4361405056,10097.8994183795,1.4073414454e-02,0.9989875869,0.3128351598,22.2062984385,0
224063,8436212982.368483543396,8436212982.394169807434,2.568626403809e-02,8436212982.381326675415,29.9400423848,12155.1174597382,1.2827304899e-02,0.9987676589,0.2584572936,20.1241638920,0
224248,8436213037.722619056702,8436213037.748652458191,2.603340148926e-02,8436213037.735635757446,41.2774617301,11845.2490280830,1.2994001126e-02,0.9982561158,0.2201194942,16.9105442676,0
224290,8436213050.293577194214,8436213050.337438583374,4.386138916016e-02,8436213050.315507888794,28.2115525059,4186.6015955790,2.1856679328e-02,0.9966250384,0.2662572883,12.1408506846,0
224341,8436213065.601464271545,8436213065.632848739624,3.138446807861e-02,8436213065.617156982422,47.3147753300,8169.2672185751,1.5646724895e-02,0.9970998939,0.2055969211,13.1018260770,0
224529,8436213121.500449180603,8436213121.534004211426,3.355503082275e-02,8436213121.517227172852,24.3600777564,7129.5338308452,1.6748828312e-02,0.9982901462,0.2865336702,17.0784328431,0
224579,8436213136.750880241394,8436213136.784444808960,3.356456756592e-02,8436213136.767662048340,39.0142935949,7140.1510162236,1.6736371183e-02,0.9972642222,0.2264139200,13.4912460623,0
224612,8436213146.743549346924,8436213146.754094123840,1.054477691650e-02,8436213146.748821258545,49.5529943608,71996.9679260349,5.2705737457e-03,0.9996558083,0.2009000507,38.1041822509,0
224822,8436213209.457327842712,8436213209.496714591980,3.938674926758e-02,8436213209.477021217346,19.4726040964,5176.3844826957,1.9656298310e-02,0.9981173199,0.3204815119,16.2735700630,0
224828,8436213210.992562294006,8436213211.031754493713,3.919219970703e-02,8436213211.012158393860,47.1762093973,5255.4128449144,1.9507947526e-02,0.9955015372,0.2058986393,10.5071234004,0
225065,8436213281.896848678589,8436213281.927693367004,3.084468841553e-02,8436213281.912271499634,22.7478940761,8431.4547432011,1.5401525570e-02,0.9986500990,0.2965134508,19.2262244201,0
225073,8436213284.363623619080,8436213284.406269073486,4.264545440674e-02,8436213284.384946823120,29.8549124273,4428.7590140798,2.1250735860e-02,0.9966237272,0.2588255211,12.1384810963,0
225449,8436213396.680044174194,8436213396.720444679260,4.040050506592e-02,8436213396.700244903564,22.4203009897,4923.7779973215,2.0154209385e-02,0.9977206647,0.2986718407,14.7855498450,0
225498,8436213411.284421920776,8436213411.320946693420,3.652477264404e-02,8436213411.302684783936,27.2747184393,6024.0109196570,1.8220996412e-02,0.9977335980,0.2707913952,14.8278209866,0
226180,8436213615.447382926941,8436213615.491818428040,4.443550109863e-02,8436213615.469600677490,18.9776927814,4070.6081096607,2.2165899055e-02,0.9976662131,0.3246334685,14.6114462742,0
